a1	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
